"Id","0","1","2","3","4","5","6"
"123053022",0.142588308977,0.15223,0.15597974026,0.1552,0.11335625,0.1119859375,0.1214734375
"123053024",0.190627139875,0.2158675,0.211670649351,0.20191875,0.19424375,0.1842875,0.1978140625
"123053025",0.157655949896,0.168965,0.170222337662,0.159359375,0.163653125,0.17485,0.1454484375
"123053026",0.224299791232,0.24622,0.221082077922,0.28131640625,0.2477859375,0.242759375,0.21713359375
"123053027",0.135335073069,0.152051875,0.126856363636,0.15157109375,0.156840625,0.156621875,0.12857265625
"123053028",0.080245302714,0.082873125,0.0809275324675,0.0905078125,0.08808125,0.08177890625,0.074121875
"123053030",0.0973227557411,0.107531875,0.0927685714286,0.1075546875,0.10597265625,0.10120859375,0.0892765625
"123053031",0.201667014614,0.210765625,0.171697402597,0.22158046875,0.226675,0.19700859375,0.17285390625
"123053034",0.155529018789,0.15777625,0.154062077922,0.169615625,0.16861171875,0.191809375,0.1607984375
"123053035",0.0888588726514,0.090966875,0.0780771428571,0.09521875,0.1020421875,0.09498359375,0.079459375
"123053036",1.34250688935,1.33487625,0.696506493506,0.697246875,0.6950015625,1.14789375,1.1542125
"123053038",0.0547816283925,0.05329125,0.0509376623377,0.0514875,0.0508828125,0.0567,0.0664546875
"123053040",1.18905782881,1.303486875,1.07466311688,1.353028125,1.3772765625,1.36812890625,1.1072390625
"123053041",0.0495544885177,0.04936875,0.0504607792208,0.051215625,0.048496875,0.0481921875,0.04831875
"123053047",0.0512926931106,0.0561620833333,0.047172987013,0.05831328125,0.0514846354167,0.0340783854167,0.0258239583333
"123053048",0.000907724425887,0.000913125,0.000915064935065,0.000905729166667,0.000910416666667,0.000919270833333,0.000915364583333
"123053049",0.0533801670146,0.0628885416667,0.0568374025974,0.066046875,0.0591783854167,0.01980625,0.01868046875
"123053050",0.00085114822547,0.00085375,0.000853766233766,0.00085,0.000852083333333,0.000857291666667,0.0008546875
"123053051",0.00104405010438,0.00103791666667,0.00105480519481,0.00103489583333,0.00104505208333,0.001040625,0.00105677083333
"123053055",0.193108680556,0.197224281984,0.18786816609,0.198334027778,0.187118402778,0.0513510416667,0.0469045138889
"123053088",0.303058872651,0.32125625,0.324313246753,0.2895859375,0.2968203125,0.377215625,0.35713125
"123053089",0.148722338205,0.117095,0.112027012987,0.11631875,0.12648125,0.217575,0.184271875
"123053090",0.184761169102,0.15080875,0.129737142857,0.0957578125,0.134890625,0.0872359375,0.0759078125
"123053091",0.150752818372,0.14684875,0.127885714286,0.1014625,0.098484375,0.1229421875,0.177015625
"123053092",0.171651356994,0.15374125,0.163189090909,0.1565953125,0.1625484375,0.25845,0.210959375
"123053093",0.123453444676,0.1413525,0.14349974026,0.140209375,0.133471875,0.1268359375,0.1308625
"123053094",0.153612526096,0.15360125,0.14421038961,0.1634828125,0.14895625,0.1662390625,0.181703125
"123053095",0.0377436325678,0.0316075,0.0331792207792,0.0357078125,0.0381296875,0.037765625,0.0185609375
"123053096",0.193283924843,0.2261225,0.232570909091,0.2122171875,0.176678125,0.1638265625,0.203090625
"123053097",0.147462212944,0.13997125,0.13490025974,0.13220625,0.13774375,0.1379546875,0.15181875
"123053098",0.352052192067,0.40104875,0.347728831169,0.351946875,0.3503515625,0.340384375,0.3595140625
"123053099",0.225042588727,0.21162625,0.233951688312,0.2602171875,0.228378125,0.217971875,0.2483359375
"123053100",0.172320250522,0.14706125,0.121775064935,0.129071875,0.1564875,0.1901515625,0.2256890625
"123053101",0.142044676409,0.12940125,0.137345454545,0.1318984375,0.147453125,0.13675,0.16105
"123053102",0.191130688935,0.20333,0.189785454545,0.2263671875,0.2533609375,0.26551875,0.2391765625
"123053103",0.187322755741,0.14376875,0.16204987013,0.153696875,0.1531734375,0.1817171875,0.2628921875
"123053104",0.107275991649,0.10590375,0.104195844156,0.0924625,0.0926765625,0.0987984375,0.0857453125
"123053105",0.172556993737,0.16199875,0.185128831169,0.1631265625,0.1683765625,0.1927609375,0.22834375
"123053106",0.084217954071,0.0697725,0.076401038961,0.0671171875,0.067003125,0.0858125,0.10768125
"123053107",0.172191231733,0.2053675,0.186325714286,0.233140625,0.2080546875,0.2007515625,0.175
"123053108",0.162162839248,0.17541375,0.120197922078,0.1680890625,0.0996484375,0.095990625,0.1150640625
"123053109",0.0168325678497,0.01740875,0.0172768831169,0.0173078125,0.0169,0.016996875,0.0169640625
"123053110",0.419160751566,0.40662625,0.410582337662,0.4900234375,0.4401546875,0.4377578125,0.4688328125
"123053111",0.137751983299,0.12965125,0.134544935065,0.1311703125,0.1050453125,0.1619484375,0.167515625
"123053112",0.137229645094,0.1567275,0.151156363636,0.14173125,0.166653125,0.19671875,0.2045546875
"123053113",0.166240083507,0.14766125,0.192428571429,0.1938796875,0.1311171875,0.1407578125,0.083778125
"123053114",0.197696868476,0.17855125,0.206911168831,0.20871875,0.23781875,0.222703125,0.2401265625
